segment,arc_length_m,x_m,z_m
suspended,0,14.551526876816,-5.6818264676422
suspended,0.065836958214151,14.535433191247,-5.7456660948179
suspended,0.1316739164283,14.519276082797,-5.8094896998084
suspended,0.19751087464245,14.503055065808,-5.8732970920888
suspended,0.2633478328566,14.48676964923,-5.937088078151
suspended,0.32918479107075,14.470419336531,-6.0008624614458
suspended,0.3950217492849,14.45400362563,-6.0646200423245
suspended,0.46085870749905,14.437522008808,-6.1283606179782
suspended,0.5266956657132,14.420973972634,-6.1920839823762
suspended,0.59253262392736,14.40435899788,-6.2557899262033
suspended,0.65836958214151,14.387676559436,-6.3194782367946
suspended,0.72420654035566,14.370926126229,-6.3831486980703
suspended,0.79004349856981,14.35410716113,-6.4468010904674
suspended,0.85588045678396,14.337219120872,-6.5104351908708
suspended,0.92171741499811,14.320261455959,-6.5740507725428
suspended,0.98755437321226,14.303233610571,-6.6376476050501
suspended,1.0533913314264,14.286135022478,-6.7012254541904
suspended,1.1192282896406,14.268965122938,-6.7647840819156
suspended,1.1850652478547,14.251723336608,-6.828323246255
suspended,1.2509022060689,14.234409081442,-6.8918427012352
suspended,1.316739164283,14.217021768595,-6.9553421967987
suspended,1.3825761224972,14.199560802318,-7.0188214787207
suspended,1.4484130807113,14.182025579859,-7.0822802885234
suspended,1.5142500389255,14.164415491357,-7.1457183633889
suspended,1.5800869971396,14.146729919735,-7.2091354360692
suspended,1.6459239553538,14.128968240593,-7.2725312347946
suspended,1.7117609135679,14.111129822096,-7.3359054831799
suspended,1.7775978717821,14.093214024866,-7.3992579001276
suspended,1.8434348299962,14.075220201861,-7.4625881997297
suspended,1.9092717882104,14.057147698267,-7.5258960911662
suspended,1.9751087464245,14.038995851376,-7.5891812786018
suspended,2.0409457046387,14.020763990464,-7.6524434610795
suspended,2.1067826628528,14.002451436671,-7.7156823324118
suspended,2.172619621067,13.98405750288,-7.7788975810694
suspended,2.2384565792811,13.965581493582,-7.8420888900664
suspended,2.3042935374953,13.947022704756,-7.9052559368434
suspended,2.3701304957094,13.928380423731,-7.9683983931475
suspended,2.4359674539236,13.909653929059,-8.0315159249085
suspended,2.5018044121377,13.890842490373,-8.0946081921131
suspended,2.5676413703519,13.871945368253,-8.1576748486751
suspended,2.633478328566,13.852961814082,-8.2207155423024
suspended,2.6993152867802,13.833891069909,-8.2837299143612
suspended,2.7651522449943,13.814732368295,-8.3467175997354
suspended,2.8309892032085,13.795484932172,-8.409678226684
suspended,2.8968261614226,13.776147974687,-8.4726114166933
suspended,2.9626631196368,13.756720699053,-8.5355167843266
suspended,3.0285000778509,13.737202298389,-8.5983939370685
suspended,3.0943370360651,13.717591955561,-8.6612424751668
suspended,3.1601739942792,13.697888843024,-8.7240619914688
suspended,3.2260109524934,13.678092122653,-8.7868520712538
suspended,3.2918479107075,13.658200945579,-8.8496122920618
suspended,3.3576848689217,13.638214452014,-8.9123422235166
suspended,3.4235218271358,13.618131771082,-8.9750414271446
suspended,3.48935878535,13.597952020639,-9.0377094561894
suspended,3.5551957435641,13.577674307095,-9.1003458554202
suspended,3.6210327017783,13.557297725228,-9.1629501609361
suspended,3.6868696599924,13.536821358005,-9.2255218999647
suspended,3.7527066182066,13.516244276382,-9.2880605906549
suspended,3.8185435764207,13.49556553912,-9.3505657418651
suspended,3.8843805346349,13.474784192585,-9.4130368529443
suspended,3.950217492849,13.453899270549,-9.4754734135081
suspended,4.0160544510632,13.432909793986,-9.5378749032087
suspended,4.0818914092773,13.411814770865,-9.6002407914975
suspended,4.1477283674915,13.390613195943,-9.6625705373824
suspended,4.2135653257056,13.369304050548,-9.7248635891776
suspended,4.2794022839198,13.347886302359,-9.7871193842465
suspended,4.3452392421339,13.326358905193,-9.8493373487379
suspended,4.4110762003481,13.304720798769,-9.9115168973141
suspended,4.4769131585622,13.282970908489,-9.9736574328721
suspended,4.5427501167764,13.261108145196,-10.035758346256
suspended,4.6085870749905,13.239131404944,-10.097819015964
suspended,4.6744240332047,13.217039568754,-10.159838807841
suspended,4.7402609914188,13.19483150237,-10.221817074769
suspended,4.806097949633,13.172506056007,-10.283753156348
suspended,4.8719349078471,13.150062064101,-10.345646378562
suspended,4.9377718660613,13.127498345052,-10.40749605344
suspended,5.0036088242754,13.104813700959,-10.469301478709
suspended,5.0694457824896,13.082006917356,-10.531061937432
